Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRM48,502,OUT018
FDH10,1754,OUT046
FDC60,1454,OUT018
FDE35,591,OUT018
DRI23,2829,OUT013
NCR38,3915,OUT013
FDP04,859,OUT035
NCW17,1672,OUT045
FDX34,1839,OUT017
NCK53,1559,OUT045
NCO54,-27,OUT010
NCH55,1613,OUT046
FDT44,2951,OUT027
DRG49,4011,OUT046
FDX46,-27,OUT010
DRG36,2841,OUT049
FDU37,1642,OUT049
FDK10,2459,OUT049
DRF37,5923,OUT027
FDC44,1960,OUT035
FDP15,3534,OUT046
FDZ27,1476,OUT027
FDY22,504,OUT019
DRG51,2972,OUT035
FDN58,3889,OUT045
FDW01,2683,OUT049
FDX24,1399,OUT018
FDO51,945,OUT017
FDJ52,4427,OUT027
NCY06,436,OUT010
FDE20,2489,OUT018
FDT23,129,OUT010
FDQ51,679,OUT046
FDE35,1052,OUT046
FDB46,3778,OUT013
NCG19,3826,OUT035
NCL06,3264,OUT018
FDT36,-145,OUT019
FDC56,1786,OUT049
FDJ26,3573,OUT049
FDZ59,2912,OUT017
FDV11,4440,OUT027
FDR13,241,OUT010
FDI15,3351,OUT018
FDF47,2609,OUT018
NCB54,455,OUT019
NCK19,4401,OUT027
FDX16,2753,OUT017
FDL50,1576,OUT045
NCE31,931,OUT035
DRJ01,2363,OUT049
FDE22,2689,OUT013
FDY20,324,OUT019
NCO14,790,OUT045
NCR50,3087,OUT017
DRM47,2998,OUT017
FDO27,305,OUT010
FDJ20,2950,OUT027
NCX17,3296,OUT013
FDG59,780,OUT049
FDD52,1456,OUT045
FDO48,3929,OUT017
FDC59,-197,OUT019
FDS15,1469,OUT018
FDB47,3781,OUT035
FDV14,266,OUT019
FDB27,2866,OUT013
FDA35,1648,OUT035
FDN51,3551,OUT018
FDO39,471,OUT019
FDB28,2860,OUT049
DRJ25,841,OUT046
FDH46,2852,OUT027
FDI10,2767,OUT045
FDU21,281,OUT018
FDD09,2847,OUT049
FDD10,2587,OUT046
FDN31,583,OUT010
FDA46,2572,OUT018
FDM56,1667,OUT046
FDF11,252,OUT010
FDS32,2543,OUT018
NCM06,2574,OUT013
FDZ26,3746,OUT045
FDO01,1916,OUT013
FDJ46,2738,OUT049
FDG26,599,OUT019
FDZ38,2904,OUT035
NCO55,1699,OUT013
FDT60,1650,OUT035
FDW37,1664,OUT049
NCK42,3022,OUT018
FDA45,2345,OUT046
FDW55,3452,OUT018
FDY44,2943,OUT017
FDQ31,1413,OUT017
FDM09,2720,OUT049
FDH12,1471,OUT018
NCQ43,1640,OUT035
FDT33,2607,OUT035
NCT41,2337,OUT018
DRJ25,84,OUT010
NCQ41,2739,OUT046
NCN17,1665,OUT049
DRO35,2837,OUT027
FDU27,533,OUT018
FDY43,4701,OUT027
FDG46,2077,OUT035
DRL49,2477,OUT018
NCB55,1055,OUT049
FDK28,4613,OUT049
FDO49,695,OUT045
FDT03,1805,OUT013
FDW33,2853,OUT027
FDR02,1721,OUT035
FDF50,2760,OUT013
FDA40,1298,OUT018
NCT53,2199,OUT018
FDY60,2745,OUT035
FDP44,2950,OUT027
NCQ50,3537,OUT045
NCC30,2761,OUT017
FDQ60,1663,OUT018
FDG41,1477,OUT046
FDQ03,3471,OUT046
FDM03,1597,OUT045
FDZ51,1836,OUT018
DRF51,999,OUT035
FDF39,4169,OUT017
FDW52,2853,OUT035
FDY22,2785,OUT049
FDG14,2723,OUT013
FDA57,894,OUT017
FDL45,393,OUT019
FDX28,1644,OUT046
NCQ54,2918,OUT013
FDH40,1420,OUT045
FDU52,2810,OUT035
FDT60,227,OUT010
FDK08,1574,OUT045
FDN04,2588,OUT049
FDE50,2796,OUT013
FDI16,820,OUT049
FDM50,863,OUT049
NCV30,1021,OUT049
FDT44,1598,OUT013
FDY60,2667,OUT013
FDT56,908,OUT017
FDV58,2115,OUT018
FDU04,1487,OUT013
NCN05,4338,OUT027
FDI53,2343,OUT018
FDD34,2443,OUT046
FDW47,2784,OUT027
FDT51,2774,OUT027
FDO27,1737,OUT013
NCQ18,1578,OUT018
NCW05,2016,OUT013
FDI15,693,OUT010
NCH43,139,OUT010
FDT40,1688,OUT049
NCG19,3790,OUT017
NCM30,969,OUT035
FDB38,2846,OUT017
FDB22,2608,OUT046
FDC58,586,OUT046
NCI29,2469,OUT013
FDA23,236,OUT010
DRG48,2409,OUT013
FDV21,1850,OUT013
NCG18,335,OUT019
FDG40,650,OUT045
FDU24,1470,OUT018
FDA22,3184,OUT049
FDY35,742,OUT046
FDJ15,2793,OUT045
NCW18,3270,OUT018
FDK56,2561,OUT018
FDF44,1808,OUT046
FDP51,1902,OUT049
FDU22,2853,OUT027
FDM28,2801,OUT017
NCL42,3729,OUT046
FDJ15,450,OUT019
FDI32,1577,OUT018
DRL11,2737,OUT046
DRO59,1269,OUT018
FDA07,324,OUT019
NCO53,2611,OUT013
FDO21,3701,OUT045
FDW39,2557,OUT045
NCV17,2295,OUT013
FDE22,2680,OUT046
NCB06,2480,OUT018
DRF48,2282,OUT017
FDB05,3843,OUT013
FDP28,6009,OUT027
FDP23,3891,OUT046
NCS41,2326,OUT018
FDS40,441,OUT018
FDA16,3997,OUT017
FDN20,2803,OUT035
FDF04,5987,OUT027
DRG36,2467,OUT018
FDW16,1270,OUT018
FDU09,878,OUT017
FDW01,2611,OUT046
FDB15,3938,OUT045
NCJ17,1746,OUT049
NCT18,2645,OUT018
FDG16,3161,OUT018
FDP27,2910,OUT017
FDQ44,2951,OUT027
FDL50,2731,OUT027
FDW57,4565,OUT027
FDS34,1667,OUT013
NCV30,1079,OUT035
FDD26,2591,OUT018
FDA03,2620,OUT045
FDS27,2344,OUT018
FDM12,2860,OUT013
NCV42,2821,OUT027
NCS41,2620,OUT046
FDN56,2433,OUT018
DRK59,3451,OUT046
NCG18,1772,OUT046
NCN26,1920,OUT017
FDI60,1485,OUT027
NCI43,984,OUT049
NCL17,2515,OUT049
FDQ19,559,OUT019
FDY43,2971,OUT049
FDR36,873,OUT049
FDJ58,3024,OUT049
DRY23,623,OUT045
FDK26,4518,OUT027
DRH03,1445,OUT045
FDC10,203,OUT010
FDD23,3090,OUT013
FDP32,1457,OUT045
FDO31,1602,OUT035
FDQ57,2672,OUT013
FDX32,4736,OUT027
FDC39,5924,OUT027
FDU55,3943,OUT046
FDL45,1981,OUT013
DRK37,4544,OUT049
FDK22,3809,OUT013
DRG37,4490,OUT027
FDK22,3956,OUT017
DRH36,1304,OUT018
DRC36,2532,OUT018
DRE03,1476,OUT027
FDF34,2770,OUT046
FDZ22,1574,OUT046
FDC44,373,OUT010
FDN31,4701,OUT027
FDO03,4210,OUT017
FDA01,938,OUT049
NCH42,3894,OUT049
FDF46,1412,OUT018
DRL35,903,OUT046
FDW46,923,OUT049
FDB58,2636,OUT046
FDD47,3107,OUT018
NCO17,1683,OUT045
FDJ26,3747,OUT017
FDU37,1547,OUT045
